order_id,customer_id,order_date,status,total_amount,discount_applied,shipping_city,shipping_country,payment_method
ORD-494F1C20,CUST-07BA7B8B,2022-09-12,Returned,51756.3,100,Chennai,India,Credit Card
ORD-76387D6E,CUST-63214E32,2024-02-29,Returned,27577.7,0,Mumbai,India,Credit Card
ORD-3CC89838,CUST-C89E76BB,2022-10-30,Completed,69656.47,100,Hyderabad,India,Wallet
ORD-61F5E8F1,CUST-513C4F9A,2022-06-14,Cancelled,18073.0,500,Chennai,India,Net Banking
ORD-F4987A04,CUST-608CF5C8,2024-12-27,Pending,35880.65,0,Jaipur,India,Net Banking
ORD-BCCD1A4D,CUST-4308FB13,2023-03-06,Pending,71257.04,0,Delhi,India,Wallet
ORD-F2198BAB,CUST-F135F62A,2023-08-14,Pending,79159.34,200,Mumbai,India,Credit Card
ORD-AA32DB41,CUST-0F76F2BB,2023-03-12,Completed,135344.76,500,Ahmedabad,India,Wallet
ORD-DF7AEEEF,CUST-9FDA4D01,2022-08-12,Pending,3889.59,0,Bangalore,India,Net Banking
ORD-2D4A32B6,CUST-7212DDAD,2023-12-02,Completed,26504.87,0,Hyderabad,India,Credit Card
ORD-3BAADAC7,CUST-8D17B615,2024-12-05,Completed,30351.55,50,Hyderabad,India,Net Banking
ORD-525E5FBA,CUST-EDF3C15B,2023-12-04,Completed,151586.23,50,Mumbai,India,Net Banking
ORD-8D5C56BB,CUST-194ED1AA,2023-11-08,Completed,4633.78,500,Delhi,India,Wallet
ORD-73A0AD0D,CUST-FC2984D5,2022-10-12,Completed,224874.66,50,Bangalore,India,Wallet
ORD-EBC00FA2,CUST-89DB5891,2023-01-20,Completed,218182.1,500,Mumbai,India,Wallet
ORD-6FD15FF7,CUST-E91E2BDB,2024-09-19,Returned,27728.32,200,Bangalore,India,UPI
ORD-F9B37593,CUST-BE03F72A,2024-12-01,Cancelled,57702.02,500,Delhi,India,Credit Card
ORD-8313A394,CUST-AAED365B,2023-05-09,Completed,26153.38,0,Jaipur,India,Credit Card
ORD-C668A71F,CUST-F9A7678A,2023-10-31,Returned,78700.55,200,Kolkata,India,Wallet
ORD-B517BBCF,CUST-E2EBEF6A,2023-11-13,Completed,124238.28,500,Ahmedabad,India,Net Banking
ORD-CED876E0,CUST-38FEB040,2022-08-17,Completed,15602.93,100,Surat,India,Wallet
ORD-B217B57D,CUST-7A3C67E2,2022-01-04,Completed,4832.63,100,Bangalore,India,Wallet
ORD-C8C1BE57,CUST-60013048,2023-10-17,Completed,9962.24,100,Delhi,India,Wallet
ORD-DC278ECD,CUST-412B9C03,2024-08-01,Completed,156060.95,50,Kolkata,India,UPI
ORD-0F2B841C,CUST-3DFF790B,2023-08-04,Completed,2173.6,0,Pune,India,Credit Card
ORD-C9E1A21E,CUST-8C01EDA4,2024-09-06,Pending,33990.31,200,Surat,India,Net Banking
ORD-162CAD03,CUST-F0F49598,2023-03-08,Pending,167791.49,500,Hyderabad,India,Wallet
ORD-8034FAAA,CUST-D2C85F1F,2022-11-23,Completed,120236.88,500,Bangalore,India,Net Banking
ORD-845086D3,CUST-73A8C853,2023-02-04,Pending,52022.58,500,Bangalore,India,UPI
ORD-BF54C238,CUST-7A3C67E2,2022-10-09,Returned,229223.29,500,Bangalore,India,Credit Card
ORD-BE73241E,CUST-8FEA6987,2022-07-28,Pending,34805.43,200,Delhi,India,Credit Card
ORD-B09E45FB,CUST-F2283C2B,2024-08-28,Completed,1545.05,100,Kolkata,India,Net Banking
ORD-F166D776,CUST-9D9BE574,2024-06-07,Completed,24328.55,50,Jaipur,India,UPI
ORD-D831CEAE,CUST-FE78D4C7,2024-02-08,Pending,21767.77,500,Mumbai,India,Wallet
ORD-E8E550A1,CUST-8C01EDA4,2024-06-30,Completed,548.35,0,Surat,India,Credit Card
ORD-89EEEB40,CUST-317D51C8,2024-11-09,Completed,14697.89,100,Bangalore,India,Wallet
ORD-004CC958,CUST-8C01EDA4,2022-07-13,Cancelled,28307.19,200,Surat,India,Net Banking
ORD-7614F99F,CUST-68411D62,2022-09-14,Completed,166624.47,50,Bangalore,India,Wallet
ORD-0A2DD369,CUST-7212DDAD,2024-11-28,Cancelled,129739.55,100,Hyderabad,India,UPI
ORD-DDE24610,CUST-FE78D4C7,2022-11-27,Completed,22481.99,0,Mumbai,India,Credit Card
ORD-F53BC3DA,CUST-E5DF7A95,2023-09-08,Completed,88721.46,50,Chennai,India,UPI
ORD-4146E924,CUST-277AFF95,2022-07-22,Pending,3575.82,0,Mumbai,India,UPI
ORD-255CE0E2,CUST-D2C85F1F,2023-03-17,Completed,356784.08,0,Bangalore,India,Net Banking
ORD-475B110A,CUST-58F251E5,2024-02-21,Pending,96035.82,0,Ahmedabad,India,Wallet
ORD-BC376671,CUST-05794BDD,2022-10-21,Cancelled,211787.2,200,Delhi,India,UPI
ORD-5C387CBD,CUST-FEE1B9E7,2024-02-02,Cancelled,39448.09,500,Mumbai,India,Credit Card
ORD-1CEC7011,CUST-FBC98D3B,2022-09-13,Cancelled,3291.69,50,Hyderabad,India,Net Banking
ORD-ECBFAB86,CUST-8FB674DF,2022-07-02,Completed,206505.33,0,Jaipur,India,UPI
ORD-DE9BDB87,CUST-B1E36108,2022-08-04,Completed,18726.12,100,Chennai,India,Net Banking
ORD-C5740F13,CUST-FDFC002F,2023-08-01,Cancelled,90091.02,0,Mumbai,India,Net Banking
ORD-6EFCD0A7,CUST-9DB5F5DB,2024-12-24,Cancelled,190223.48,0,Jaipur,India,UPI
ORD-757F370C,CUST-D5A81739,2024-02-15,Cancelled,233333.47,200,Ahmedabad,India,Wallet
ORD-359E9CC3,CUST-8ECC09F0,2024-06-17,Completed,153379.86,100,Chennai,India,Credit Card
ORD-E099A3E7,CUST-5A25A025,2023-09-18,Returned,74626.7,200,Mumbai,India,Credit Card
ORD-BE40DC1E,CUST-9B7F4C67,2023-08-09,Cancelled,28704.33,50,Bangalore,India,Credit Card
ORD-008686D3,CUST-085AF52B,2022-01-29,Cancelled,149275.84,200,Pune,India,Net Banking
ORD-674DBDFA,CUST-C8E8D38C,2024-12-17,Pending,101508.5,0,Ahmedabad,India,Net Banking
ORD-40FA2D8A,CUST-F019CEC4,2022-04-15,Returned,107158.41,0,Mumbai,India,Net Banking
ORD-3129086A,CUST-D2C85F1F,2024-09-16,Completed,359860.93,50,Bangalore,India,Credit Card
ORD-5B44C05B,CUST-8E59FFB9,2024-08-06,Cancelled,125601.87,50,Bangalore,India,Credit Card
ORD-A69739E1,CUST-1889F4DE,2023-01-17,Returned,15174.37,50,Kolkata,India,UPI
ORD-2B4A2435,CUST-2016BC41,2022-09-11,Returned,6523.42,500,Jaipur,India,Net Banking
ORD-86673810,CUST-5D15A25C,2024-08-21,Returned,80259.95,0,Jaipur,India,Wallet
ORD-E244661B,CUST-F6D19C4F,2024-06-18,Completed,19609.6,0,Ahmedabad,India,UPI
ORD-505F4FCA,CUST-51F8657D,2023-01-24,Completed,5469.92,50,Hyderabad,India,Net Banking
ORD-3B1F3C5E,CUST-F80F0A1F,2022-03-06,Completed,17293.74,0,Jaipur,India,Wallet
ORD-E7118C5E,CUST-55A1383D,2022-09-18,Completed,14837.81,0,Kolkata,India,Credit Card
ORD-58F29056,CUST-7FB8A938,2023-04-30,Completed,13160.7,50,Bangalore,India,Wallet
ORD-E8FD02CD,CUST-E523465B,2024-05-28,Completed,388164.71,500,Pune,India,Wallet
ORD-B2562233,CUST-A3BC15F1,2024-08-28,Pending,3511.61,100,Pune,India,UPI
ORD-39CBA64E,CUST-F2A63230,2022-11-01,Completed,2907.09,50,Ahmedabad,India,Net Banking
ORD-E4F62DDC,CUST-9B37460A,2022-10-27,Returned,6042.13,0,Kolkata,India,Credit Card
ORD-18EE41E2,CUST-1E2FBEB8,2024-04-14,Cancelled,215200.81,50,Mumbai,India,Wallet
ORD-5FA9664E,CUST-6CE5C556,2022-04-16,Completed,3341.02,0,Delhi,India,Net Banking
ORD-5ED26C9B,CUST-0912696B,2024-05-06,Completed,409029.89,0,Jaipur,India,Net Banking
ORD-ECFD9C22,CUST-8D17B615,2023-08-08,Returned,24186.26,0,Hyderabad,India,Net Banking
ORD-95F9F38F,CUST-43532D2D,2022-08-17,Completed,2841.69,500,Chennai,India,Net Banking
ORD-1CB81203,CUST-EB5F1350,2024-01-11,Pending,104473.67,0,Kolkata,India,Credit Card
ORD-A2082562,CUST-D4F3448A,2023-01-26,Completed,219571.47,0,Pune,India,UPI
ORD-D32979D1,CUST-33186585,2022-09-19,Completed,14960.15,0,Hyderabad,India,Wallet
ORD-C3C0E929,CUST-9133F801,2024-09-15,Returned,77150.08,200,Mumbai,India,UPI
ORD-7C5796DA,CUST-BF0C6036,2024-03-25,Returned,172032.93,100,Pune,India,UPI
ORD-D38FA4CE,CUST-E0086EED,2022-11-24,Cancelled,18641.79,500,Mumbai,India,Net Banking
ORD-BF50EA92,CUST-43532D2D,2023-03-28,Completed,10926.64,0,Chennai,India,Net Banking
ORD-E41D877E,CUST-70AADADD,2022-10-31,Completed,74983.31,200,Bangalore,India,Credit Card
ORD-056546EA,CUST-0D40C85A,2023-12-13,Pending,32528.38,200,Bangalore,India,Credit Card
ORD-0C38544B,CUST-12D3C02B,2022-01-22,Completed,84270.14,0,Mumbai,India,Credit Card
ORD-9EF9DAF9,CUST-8D0B72D2,2024-02-22,Pending,34007.89,500,Hyderabad,India,Net Banking
ORD-4CFF5966,CUST-53A1D623,2024-03-20,Completed,117642.37,50,Ahmedabad,India,UPI
ORD-0D2E7A37,CUST-D884DA3E,2022-12-27,Completed,153905.79,0,Ahmedabad,India,Credit Card
ORD-F1E6077B,CUST-D5A81739,2022-05-28,Returned,141486.84,0,Ahmedabad,India,UPI
ORD-5CAEC0CA,CUST-F49D95BF,2022-01-25,Cancelled,31608.83,50,Jaipur,India,Credit Card
ORD-86400C93,CUST-40D88A79,2022-01-28,Pending,2957.09,0,Jaipur,India,Net Banking
ORD-B37BCACA,CUST-D5A81739,2022-01-28,Completed,6135.18,200,Ahmedabad,India,Credit Card
ORD-C796DB1B,CUST-1DDEB338,2022-10-13,Returned,41056.24,0,Jaipur,India,Credit Card
ORD-6DE82231,CUST-CC370973,2022-04-02,Completed,121699.25,0,Jaipur,India,UPI
ORD-5CFF5AE2,CUST-37BA0696,2023-08-11,Completed,239235.9,0,Jaipur,India,Net Banking
ORD-82C634C3,CUST-52C32273,2024-01-09,Completed,6648.75,0,Delhi,India,Wallet
ORD-41D85661,CUST-021C42B9,2023-11-17,Cancelled,14522.08,200,Kolkata,India,Net Banking
ORD-793F425F,CUST-DC74339F,2022-08-01,Completed,178146.68,500,Pune,India,UPI
ORD-6BEB8945,CUST-1A9BAD2F,2024-07-03,Pending,54476.35,200,Delhi,India,UPI
ORD-E4548888,CUST-8ECC09F0,2024-02-28,Completed,63223.5,200,Chennai,India,Net Banking
ORD-CCAAA66B,CUST-1599EF6E,2023-05-19,Returned,59553.52,50,Chennai,India,UPI
ORD-60758044,CUST-BD75547B,2022-06-28,Completed,158071.7,0,Hyderabad,India,Credit Card
ORD-B2E094D3,CUST-1547474C,2023-12-17,Completed,8629.59,0,Hyderabad,India,UPI
ORD-97B8FC58,CUST-3FF948FC,2023-04-05,Completed,55525.99,50,Hyderabad,India,Wallet
ORD-2B143073,CUST-568656F5,2022-04-21,Pending,18012.18,0,Kolkata,India,UPI
ORD-4A5DE8B9,CUST-0D147911,2022-10-28,Completed,11049.88,0,Mumbai,India,Wallet
ORD-6452E813,CUST-CB802C4F,2023-01-09,Returned,21463.23,50,Jaipur,India,Net Banking
ORD-1C012FAE,CUST-334365C9,2022-01-28,Completed,7023.42,0,Bangalore,India,Credit Card
ORD-0732D8F5,CUST-F50E08A0,2022-12-22,Cancelled,14314.53,500,Chennai,India,Wallet
ORD-E5562D2E,CUST-0D4F229C,2023-06-13,Cancelled,40675.24,0,Jaipur,India,Wallet
ORD-92192584,CUST-109CC91C,2022-04-25,Completed,341614.09,500,Bangalore,India,Wallet
ORD-0519F106,CUST-40D88A79,2024-02-19,Completed,2822.14,200,Jaipur,India,UPI
ORD-CE26BB9A,CUST-FBC98D3B,2022-08-11,Completed,70690.14,100,Hyderabad,India,Credit Card
ORD-E9064546,CUST-8701EFC9,2023-08-01,Completed,177196.23,500,Hyderabad,India,Credit Card
ORD-75764B94,CUST-28FF33A3,2023-07-06,Completed,359627.82,0,Chennai,India,UPI
ORD-1152E823,CUST-13634CDC,2024-03-11,Pending,15445.95,50,Bangalore,India,UPI
ORD-972D2563,CUST-A35384D9,2024-02-22,Returned,43462.62,0,Hyderabad,India,UPI
ORD-09118B03,CUST-444B43B3,2022-11-26,Cancelled,178762.14,0,Pune,India,Wallet
ORD-CB2DCAE8,CUST-8701EFC9,2023-03-04,Cancelled,267172.76,500,Hyderabad,India,Wallet
ORD-602A65B2,CUST-80E21C8B,2024-07-20,Completed,27398.45,0,Bangalore,India,Net Banking
ORD-3F0AD1DD,CUST-37BA0696,2022-07-02,Completed,13496.76,50,Jaipur,India,UPI
ORD-C4F954EF,CUST-05794BDD,2022-09-11,Cancelled,349225.06,50,Delhi,India,Net Banking
ORD-6E7C50BE,CUST-95E92DA5,2023-10-05,Completed,5916.6,100,Delhi,India,Net Banking
ORD-DC28435E,CUST-1895B133,2022-03-29,Cancelled,9772.93,200,Surat,India,Credit Card
ORD-191D7F24,CUST-7AA1330B,2022-08-04,Completed,367313.77,0,Delhi,India,Net Banking
ORD-196CE1C6,CUST-78931E5D,2024-08-17,Pending,153428.18,500,Hyderabad,India,Net Banking
ORD-0E09DF62,CUST-9C784288,2024-09-22,Completed,137364.7,100,Hyderabad,India,UPI
ORD-81267A6B,CUST-90D330DE,2022-03-06,Cancelled,52304.13,0,Pune,India,Wallet
ORD-0FD9CECD,CUST-FBC98D3B,2023-06-01,Pending,110015.78,0,Hyderabad,India,Credit Card
ORD-762E88AA,CUST-60E03528,2024-07-13,Returned,252266.25,50,Delhi,India,Wallet
ORD-C370E146,CUST-AAED365B,2024-08-31,Cancelled,19409.6,200,Jaipur,India,Credit Card
ORD-16C8E5DC,CUST-5122D7CA,2023-02-11,Completed,83467.69,0,Kolkata,India,Wallet
ORD-91F48C13,CUST-08BD49EF,2024-12-02,Pending,8152.23,500,Delhi,India,Wallet
ORD-ED635D23,CUST-8FB674DF,2022-07-19,Completed,8685.09,200,Jaipur,India,Wallet
ORD-81809164,CUST-CAC027CF,2023-12-14,Completed,44047.63,0,Bangalore,India,Net Banking
ORD-0CC83CA1,CUST-07ED2846,2023-09-21,Cancelled,32254.62,200,Delhi,India,Wallet
ORD-804AFBA5,CUST-2016BC41,2023-12-22,Completed,41566.1,50,Jaipur,India,UPI
ORD-A5E33825,CUST-614146B9,2024-06-11,Returned,12880.65,500,Bangalore,India,Credit Card
ORD-D84B01B6,CUST-4FA9C658,2022-02-03,Cancelled,71361.74,0,Jaipur,India,Credit Card
ORD-719F6F6F,CUST-99577116,2023-08-17,Returned,152515.14,100,Delhi,India,UPI
ORD-06B50A55,CUST-B28B0B95,2024-08-19,Completed,28324.11,0,Kolkata,India,Net Banking
ORD-16C3CA17,CUST-140A8881,2023-06-26,Completed,61340.51,0,Kolkata,India,Net Banking
ORD-D69B3B0E,CUST-F007DE79,2022-12-16,Cancelled,22284.62,100,Mumbai,India,Wallet
ORD-52E59F23,CUST-72D241B0,2024-03-10,Pending,49452.72,100,Jaipur,India,UPI
ORD-D7F1A7FB,CUST-7F2AFB08,2022-09-16,Cancelled,41375.68,500,Chennai,India,Net Banking
ORD-8446EE40,CUST-E17F282D,2022-11-22,Completed,18976.85,50,Chennai,India,UPI
ORD-3C32D67B,CUST-0371CE4A,2022-06-11,Cancelled,23536.4,0,Kolkata,India,UPI
ORD-6FBB22C4,CUST-5174F20F,2023-05-18,Pending,280942.76,0,Jaipur,India,Credit Card
ORD-9FDCE5CE,CUST-51F8657D,2024-07-29,Cancelled,13643.1,0,Hyderabad,India,Net Banking
ORD-A6391F42,CUST-8F3B6F9D,2023-01-05,Completed,31954.62,500,Delhi,India,UPI
ORD-7B453E75,CUST-0AAE5BC2,2022-07-26,Returned,6016.6,0,Chennai,India,Credit Card
ORD-C086C0F0,CUST-3FF948FC,2024-05-09,Returned,206553.93,0,Hyderabad,India,Credit Card
ORD-99BAC8DA,CUST-52C32273,2023-12-04,Completed,74200.65,0,Delhi,India,UPI
ORD-7FD085FC,CUST-55450CA1,2022-03-02,Cancelled,3313.49,100,Ahmedabad,India,UPI
ORD-FFCA0FE4,CUST-FC3B15A3,2024-01-18,Completed,10345.75,0,Hyderabad,India,UPI
ORD-1361F2CD,CUST-140A8881,2023-07-15,Returned,28355.08,200,Kolkata,India,Net Banking
ORD-7D36F8AC,CUST-B99C9A76,2024-10-12,Returned,160099.6,200,Bangalore,India,Net Banking
ORD-6E5C85B2,CUST-71713398,2023-02-26,Pending,35839.1,200,Surat,India,Wallet
ORD-D718CDDB,CUST-A154EDC2,2023-02-14,Cancelled,56820.28,0,Jaipur,India,Wallet
ORD-7919A860,CUST-8BE4C9C7,2024-12-22,Completed,77022.04,50,Chennai,India,UPI
ORD-AA84101A,CUST-F6D19C4F,2024-02-01,Completed,5746.75,0,Ahmedabad,India,Credit Card
ORD-A51AB207,CUST-447BBE96,2023-11-05,Completed,159783.82,0,Delhi,India,UPI
ORD-F5056693,CUST-6BCEEFA7,2023-07-24,Pending,167952.28,500,Pune,India,Wallet
ORD-1D9B1477,CUST-85C71857,2023-07-17,Returned,498.35,50,Jaipur,India,Net Banking
ORD-0FF2F3AF,CUST-CE69E91F,2024-02-24,Completed,196602.07,0,Surat,India,Credit Card
ORD-693D695B,CUST-049E2655,2022-02-03,Completed,197584.42,0,Delhi,India,Net Banking
ORD-992FF043,CUST-475DE7C7,2022-04-07,Returned,52152.8,500,Jaipur,India,Credit Card
ORD-85D3C5FD,CUST-4AD22C0C,2022-04-08,Completed,36732.91,500,Bangalore,India,Wallet
ORD-23A18EC8,CUST-5D15A25C,2022-12-15,Completed,6585.59,0,Jaipur,India,Net Banking
ORD-AA15C3BE,CUST-A91835A3,2022-03-30,Completed,4082.14,0,Mumbai,India,Net Banking
ORD-F65C1CDC,CUST-277AFF95,2024-02-17,Completed,11716.05,50,Mumbai,India,Net Banking
ORD-E24A0C4E,CUST-E9FC15B9,2022-10-31,Cancelled,52683.88,0,Ahmedabad,India,Net Banking
ORD-487009B7,CUST-8BC7A310,2024-09-15,Completed,9624.24,500,Jaipur,India,Credit Card
ORD-1D5DFAF8,CUST-37BA0696,2023-05-12,Pending,85219.2,0,Jaipur,India,UPI
ORD-E9BDC36D,CUST-B99C9A76,2024-02-28,Completed,186074.72,500,Bangalore,India,Wallet
ORD-E67CDF0A,CUST-F135F62A,2022-11-12,Cancelled,5914.18,0,Mumbai,India,Wallet
ORD-A934DD33,CUST-92172702,2024-07-15,Cancelled,371687.47,50,Hyderabad,India,Credit Card
ORD-79603F69,CUST-D297F7AF,2024-08-02,Completed,7151.64,0,Jaipur,India,UPI
ORD-4621EA57,CUST-556B1A2C,2022-02-28,Returned,37795.85,0,Ahmedabad,India,Wallet
ORD-76F69BCA,CUST-A951D4A5,2023-11-15,Completed,84467.75,200,Mumbai,India,Net Banking
ORD-F6AE6451,CUST-73F73EE6,2024-04-04,Completed,144783.45,50,Kolkata,India,Credit Card
ORD-D73A9F5F,CUST-F832D924,2022-08-24,Completed,20937.84,0,Surat,India,Credit Card
ORD-1518A3E7,CUST-BEEB0CF1,2022-07-26,Completed,51360.82,50,Jaipur,India,UPI
ORD-53159B48,CUST-3C7C2B92,2023-07-04,Returned,35688.4,0,Delhi,India,Net Banking
ORD-E8585C86,CUST-3C7C2B92,2022-01-07,Completed,16744.63,50,Delhi,India,UPI
ORD-0DF0A832,CUST-5DDBF054,2023-10-08,Pending,11879.8,0,Bangalore,India,Wallet
ORD-11F26520,CUST-4FFE965F,2022-01-27,Pending,14439.71,0,Surat,India,Net Banking
ORD-723FFC29,CUST-77EE3ECE,2024-08-28,Cancelled,1261.28,500,Pune,India,Wallet
ORD-FDD111AE,CUST-51F8657D,2022-04-03,Completed,34685.0,500,Hyderabad,India,Net Banking
ORD-CE62A7F1,CUST-FBFE0504,2024-10-01,Pending,9533.84,0,Ahmedabad,India,Net Banking
ORD-43E9D5F4,CUST-F8244B1E,2023-11-15,Cancelled,25620.47,0,Ahmedabad,India,Wallet
ORD-A20A57F7,CUST-0D147911,2023-05-16,Cancelled,131845.43,50,Mumbai,India,Wallet
ORD-84318250,CUST-F10F432C,2024-12-15,Completed,19808.62,100,Ahmedabad,India,UPI
ORD-B840B60A,CUST-D4F3448A,2024-12-01,Pending,20837.35,500,Pune,India,Net Banking
ORD-BDE57575,CUST-51F8657D,2022-01-18,Returned,21768.6,100,Hyderabad,India,UPI
ORD-620C77CB,CUST-43532D2D,2024-09-24,Completed,3471.38,0,Chennai,India,Credit Card
ORD-474BB69B,CUST-F637CE5E,2023-08-03,Cancelled,146975.6,50,Jaipur,India,Credit Card
ORD-FE743229,CUST-7BDE58DA,2023-12-23,Pending,73512.8,0,Surat,India,Net Banking
ORD-623CBE65,CUST-1895B133,2023-08-04,Cancelled,72530.05,50,Surat,India,Wallet
ORD-D0C2DDB5,CUST-C11859AA,2023-12-28,Completed,117768.56,0,Kolkata,India,Wallet
ORD-C4AA3C4B,CUST-B6C8F29D,2023-10-23,Cancelled,9209.69,0,Pune,India,UPI
ORD-66E2AA45,CUST-F8244B1E,2023-09-17,Completed,164030.21,0,Ahmedabad,India,UPI
ORD-8F15756E,CUST-3484D4C7,2024-06-24,Pending,30265.94,0,Mumbai,India,Wallet
ORD-5C04A41A,CUST-A2F5EE85,2022-02-26,Cancelled,1624.94,0,Kolkata,India,Net Banking
ORD-9F05B792,CUST-4BD72F0C,2023-05-12,Cancelled,235766.49,0,Hyderabad,India,Credit Card
ORD-AC7ED3B0,CUST-A2F5EE85,2024-11-26,Returned,2153.9,0,Kolkata,India,Credit Card
ORD-D878DD19,CUST-2F060394,2022-07-19,Completed,81088.76,200,Bangalore,India,UPI
ORD-95A6D892,CUST-2FA161D2,2022-10-23,Cancelled,238099.02,200,Delhi,India,UPI
ORD-DEC89D0E,CUST-DA0E116D,2022-05-18,Completed,7097.1,100,Hyderabad,India,UPI
ORD-C4E765EB,CUST-B074C517,2024-08-28,Completed,25812.28,50,Mumbai,India,Wallet
ORD-8C05C314,CUST-8291D953,2022-09-10,Returned,192226.89,0,Delhi,India,UPI
ORD-3C69E60E,CUST-5DDBF054,2024-11-13,Pending,37219.88,100,Bangalore,India,Wallet
ORD-EEADD936,CUST-C89E76BB,2022-08-08,Returned,181198.81,50,Hyderabad,India,Net Banking
ORD-E7BF01C1,CUST-B40AE615,2024-06-29,Completed,13605.07,0,Delhi,India,UPI
ORD-3D5CB7CA,CUST-DC74339F,2024-12-11,Returned,276167.23,0,Pune,India,Net Banking
ORD-840BECCD,CUST-CA18B190,2024-03-17,Completed,308626.37,100,Surat,India,Net Banking
ORD-85FF3789,CUST-212175F7,2023-10-26,Cancelled,92877.94,0,Hyderabad,India,Credit Card
ORD-EEA00CD7,CUST-2A58C8F6,2024-09-02,Completed,24370.56,0,Chennai,India,Wallet
ORD-A99378B3,CUST-CA18B190,2022-05-12,Completed,86800.56,500,Surat,India,Net Banking
ORD-569CF4E0,CUST-D5DD182F,2024-07-09,Returned,21844.64,0,Bangalore,India,Wallet
ORD-B7A23530,CUST-963FC8F1,2023-08-09,Completed,27231.09,500,Bangalore,India,Credit Card
ORD-8A7A180E,CUST-EEB3F9BB,2022-02-19,Pending,8934.35,0,Chennai,India,Credit Card
ORD-36722786,CUST-EB5F1350,2024-04-15,Cancelled,389524.99,0,Kolkata,India,Net Banking
ORD-D5E2EB4F,CUST-109CC91C,2022-10-10,Completed,309315.59,0,Bangalore,India,Credit Card
ORD-9BC84CB7,CUST-2A58C8F6,2023-04-18,Completed,164182.83,500,Chennai,India,UPI
ORD-2B58556A,CUST-0FDDA671,2023-08-13,Completed,84977.85,0,Mumbai,India,Credit Card
ORD-38613140,CUST-EEB3F9BB,2024-08-22,Completed,5357.42,0,Chennai,India,Net Banking
ORD-24709337,CUST-E9D1B591,2023-11-17,Completed,32986.43,500,Chennai,India,Credit Card
ORD-D068C156,CUST-9F7250D5,2024-10-07,Completed,241048.57,100,Hyderabad,India,UPI
ORD-330598B3,CUST-FBC98D3B,2022-03-27,Completed,16127.31,100,Hyderabad,India,Net Banking
ORD-D634FBBF,CUST-7BDE58DA,2024-09-05,Completed,28449.22,0,Surat,India,Wallet
ORD-B6CF6E97,CUST-EDF3C15B,2022-02-07,Cancelled,328124.96,50,Mumbai,India,Credit Card
ORD-E9FB6C18,CUST-963FC8F1,2022-08-30,Cancelled,52594.19,50,Bangalore,India,Credit Card
ORD-BFBA6977,CUST-B2C80B3C,2022-01-21,Completed,129368.17,500,Ahmedabad,India,Credit Card
ORD-B98852DD,CUST-F51C236B,2024-06-17,Completed,157062.93,100,Delhi,India,UPI
ORD-5BFC4196,CUST-55450CA1,2024-03-25,Returned,137983.78,0,Ahmedabad,India,UPI
ORD-BE402C46,CUST-C03BBDED,2024-01-02,Completed,54514.73,500,Mumbai,India,Net Banking
ORD-B4A3A0E5,CUST-C89E76BB,2024-10-28,Completed,14231.5,50,Hyderabad,India,Wallet
ORD-342728B0,CUST-90B48E41,2022-06-10,Completed,12374.61,0,Kolkata,India,UPI
ORD-CC8F7F05,CUST-CC99A501,2024-02-02,Pending,15884.88,200,Delhi,India,Wallet
ORD-59670F7E,CUST-F019CEC4,2022-08-22,Completed,79847.44,50,Mumbai,India,Wallet
ORD-6DD2CC42,CUST-C03BBDED,2022-02-08,Returned,326956.74,50,Mumbai,India,Credit Card
ORD-A1FF6705,CUST-89DB5891,2023-09-17,Completed,132623.68,500,Mumbai,India,Wallet
ORD-14CA0D34,CUST-FC3B15A3,2024-05-25,Pending,13543.1,100,Hyderabad,India,Net Banking
ORD-EC97D77D,CUST-8291D953,2024-12-31,Returned,203195.71,0,Delhi,India,UPI
ORD-399384DE,CUST-CC1B13F4,2022-02-01,Completed,18462.01,0,Jaipur,India,Credit Card
ORD-51C36731,CUST-5EF47699,2023-07-16,Completed,27899.48,0,Hyderabad,India,Net Banking
ORD-E9D7D62B,CUST-E17F282D,2023-06-26,Completed,22839.82,50,Chennai,India,UPI
ORD-A28D1A50,CUST-53646B56,2022-04-30,Cancelled,188912.75,100,Pune,India,Net Banking
ORD-CA593102,CUST-E3630AB7,2022-05-12,Returned,73128.49,0,Surat,India,UPI
ORD-CD4BA71D,CUST-63A40671,2022-12-24,Completed,295553.68,200,Ahmedabad,India,UPI
ORD-E6AEAB7A,CUST-5A3A680D,2023-06-15,Completed,12196.31,100,Mumbai,India,Credit Card
ORD-984D2A18,CUST-3DFF790B,2023-04-26,Completed,137883.78,100,Pune,India,Credit Card
ORD-6F0FC8EC,CUST-4391E407,2022-06-08,Completed,58643.94,0,Surat,India,Credit Card
ORD-E8D1F70B,CUST-80919B1E,2024-05-23,Completed,20591.5,100,Surat,India,Wallet
ORD-DF072F2E,CUST-07ED2846,2024-02-07,Returned,20468.25,0,Delhi,India,Credit Card
ORD-4E37589D,CUST-E2080DB5,2023-03-10,Completed,204319.4,500,Kolkata,India,Wallet
ORD-5434A4B7,CUST-936BA115,2022-06-10,Completed,229760.99,100,Pune,India,Wallet
ORD-4A8AEA8F,CUST-EDA48EE8,2022-09-06,Cancelled,19896.25,50,Chennai,India,Wallet
ORD-117B16F1,CUST-14ECD596,2023-07-06,Completed,121994.5,50,Chennai,India,Wallet
ORD-E66ED6BF,CUST-3C7C2B92,2024-04-19,Completed,12196.31,100,Delhi,India,Credit Card
